Company,TypeName,Inches,Ram,OpSys,Weight,Price,Cpu_brand_temp,Gpu_brand_temp,Touchscreen,IPS,X_res,PPI,SSD,HDD,Hybrid,Cpu_brand,Cpu_tier,Cpu_speed,Gpu_brand,Dedicated_gpu
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,11.497971408335056,Intel,Intel,1,1,3840,316.96506044349616,512,0,0,Intel,i7,1.8,intel,0
Toshiba,Notebook,15.6,8,Windows 10,2.0,10.651407915643352,Intel,Intel,0,0,1366,100.45466986113652,128,0,0,Intel,i5,2.5,intel,0
Xiaomi,Notebook,15.6,8,No OS,1.95,11.064819834822508,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i5,1.6,nvidia,1
Dell,Notebook,17.3,16,Windows 10,2.77,11.320937983275899,Intel,Nvidia,1,0,1920,127.33567457123112,512,0,0,Intel,i7,1.8,nvidia,1
Dell,Notebook,15.6,16,Windows 10,2.06,11.757542090743819,Intel,Nvidia,1,0,3840,282.42399616439724,512,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Gaming,15.6,8,No OS,2.4,10.633596165225693,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Acer,Ultrabook,13.3,8,Windows 10,1.12,10.87227433519628,Intel,Intel,0,1,1920,165.6321180513006,256,0,0,Intel,i5,1.2,intel,0
Dell,Notebook,17.3,8,Windows 10,2.8,10.964913590461473,Intel,AMD,0,0,1920,127.33567457123112,128,1024,0,Intel,i7,1.8,amd,1
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,11.92147727098776,Intel,Intel,1,0,2560,209.8006828649808,1024,0,0,Intel,i7,2.7,intel,0
Xiaomi,Ultrabook,13.3,8,No OS,1.3,10.883235070683604,Intel,Nvidia,0,1,1920,165.6321180513006,256,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,17.3,8,No OS,2.8,10.523807017986531,Intel,Nvidia,0,0,1600,106.11306214269258,256,0,0,Intel,i5,1.6,nvidia,1
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,10.707794102852903,Intel,Intel,1,1,1920,165.6321180513006,0,1024,0,Intel,i7,1.8,intel,0
HP,Notebook,17.3,8,Windows 10,2.5,10.793412132233401,Intel,Nvidia,0,1,1920,127.33567457123112,0,1024,0,Intel,i5,1.6,nvidia,1
HP,Notebook,13.3,8,Windows 10,1.49,10.841471672111513,Intel,Intel,0,0,1920,165.6321180513006,512,0,0,Intel,i5,1.6,intel,0
HP,Gaming,17.3,16,Windows 10,3.35,11.204688514352517,Intel,Nvidia,0,1,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
HP,Notebook,17.3,8,Windows 10,2.5,10.927351151014033,Intel,Nvidia,0,0,1920,127.33567457123112,256,0,0,Intel,i7,1.8,nvidia,1
Dell,Gaming,15.6,16,Windows 10,2.65,11.49580575542942,Intel,Nvidia,0,1,3840,282.42399616439724,512,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,Windows 10,2.1,10.176108270075046,Intel,Intel,0,0,1366,100.45466986113652,128,0,0,Intel,i5,2.3,intel,0
Acer,Notebook,15.6,8,Windows 10,2.23,10.58493556391622,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i7,2.7,nvidia,1
Lenovo,Gaming,15.6,16,Windows 10,3.2,11.442371232335963,Intel,Nvidia,0,1,1920,141.21199808219862,512,1024,0,Intel,i7,2.8,nvidia,1
Dell,Workstation,15.6,16,Windows 10,2.8,12.000102041442123,Intel,Nvidia,0,0,3840,282.42399616439724,256,1024,0,Intel,other,2.5,nvidia,1
Lenovo,Gaming,15.6,16,No OS,2.4,11.21837237437838,Intel,Nvidia,0,0,1920,141.21199808219862,512,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,6,Windows 10,2.3,10.060103191853011,Intel,Intel,1,0,1366,100.45466986113652,0,1024,0,Intel,i3,2.4,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.21,11.550642355641386,Intel,Intel,1,1,3840,331.2642361026012,256,0,0,Intel,i7,1.8,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.2,11.25420292138043,Intel,Intel,0,0,1920,165.6321180513006,256,0,0,Intel,i7,1.8,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.2,10.367509577604206,Intel,Intel,0,0,1366,100.45466986113652,256,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,15.6,8,Linux,2.4,10.633596165225693,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i7,2.8,nvidia,1
Asus,Gaming,17.3,16,Windows 10,2.9,11.22478942282313,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,4,No OS,2.1,9.830686725695612,Intel,Intel,0,0,1920,141.21199808219862,0,500,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,15.6,8,No OS,2.2,10.283693654349953,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,intel,0
Huawei,Ultrabook,13.0,8,Windows 10,1.05,11.288127045116099,Intel,Intel,0,1,2160,199.69207064108247,512,0,0,Intel,i7,2.7,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.4,10.812785217817558,Intel,AMD,0,1,1920,165.6321180513006,256,0,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,17.3,8,No OS,2.8,10.354019074857808,Intel,Nvidia,0,0,1600,106.11306214269258,0,1024,0,Intel,i5,2.5,nvidia,1
HP,Notebook,14.0,8,Windows 10,1.63,10.91386371451479,Intel,Nvidia,0,0,1920,157.3505121487356,256,0,0,Intel,i7,1.8,nvidia,1
Dell,Ultrabook,14.0,8,Windows 10,1.6,11.022224638820209,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,1.6,intel,0
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,11.12940950226841,Intel,Intel,1,0,1920,165.6321180513006,512,0,0,Intel,i7,1.8,intel,0
Dell,Notebook,15.6,8,Linux,2.2,10.49377686098958,Intel,AMD,0,0,1920,141.21199808219862,256,0,0,Intel,i5,1.6,amd,1
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.74,10.776864937870439,Intel,Intel,0,1,1920,157.3505121487356,256,0,0,Intel,i5,1.6,intel,0
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,11.19301822802371,Intel,Intel,0,0,1920,165.6321180513006,256,0,0,Intel,i7,2.5,intel,0
HP,Notebook,15.6,8,Windows 10,2.1,10.65266812544771,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,1.6,intel,0
Dell,Gaming,17.3,16,Windows 10,4.42,11.781996383319656,Intel,Nvidia,0,1,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Windows 10,2.2,10.699416025415209,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,16,Windows 10,2.3,10.73136343865531,Intel,AMD,1,0,1920,141.21199808219862,0,1024,0,Intel,i7,2.7,amd,1
Asus,Notebook,15.6,8,Windows 10,2.0,10.620676402161354,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Asus,Notebook,17.3,8,Windows 10,2.69,10.767926518316962,Intel,Nvidia,0,0,1920,127.33567457123112,256,500,0,Intel,i5,2.5,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.9,11.121560284041063,Intel,AMD,0,0,1920,141.21199808219862,0,1024,0,Intel,i7,2.7,amd,1
Asus,Notebook,15.6,4,Windows 10,2.37,9.964544419744591,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,i3,2.4,intel,0
HP,Notebook,15.6,4,Windows 10,2.1,9.77471055413221,AMD,AMD,0,0,1366,100.45466986113652,0,500,0,AMD,other,1.5,amd,1
Lenovo,Gaming,15.6,16,Windows 10,3.2,11.288127045116099,Intel,Nvidia,0,1,1920,141.21199808219862,256,1024,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,14.0,8,Windows 10,1.6,10.731351797533883,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.5,intel,0
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,10.510829537468052,Intel,Intel,1,1,1920,165.6321180513006,256,0,0,Intel,i5,2.3,intel,0
Dell,Notebook,15.6,16,Linux,2.36,10.776864937870439,Intel,AMD,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.7,amd,1
Acer,Notebook,15.6,4,Linux,2.1,9.941755889245979,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,i3,2.5,intel,0
Asus,Notebook,15.6,4,Windows 10,2.2,10.329963707833757,AMD,AMD,0,0,1920,141.21199808219862,128,1024,0,AMD,other,2.5,amd,1
Asus,Gaming,17.3,32,Windows 10,4.7,12.241730287709276,Intel,Nvidia,0,0,1920,127.33567457123112,512,1024,0,Intel,i7,2.9,nvidia,1
Acer,Gaming,15.6,8,Windows 10,2.5,10.71610257089814,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.2,10.354019074857808,Intel,Intel,0,0,1366,100.45466986113652,128,0,0,Intel,i3,2.5,intel,0
Asus,Notebook,17.3,8,Windows 10,2.1,11.018737334023916,Intel,Nvidia,0,0,1920,127.33567457123112,128,1024,0,Intel,i7,1.8,nvidia,1
Asus,Notebook,17.3,8,No OS,2.69,10.765679373749014,Intel,Nvidia,0,0,1920,127.33567457123112,128,1024,0,Intel,i7,2.7,nvidia,1
Dell,Gaming,15.6,8,Windows 10,2.56,10.754367276099781,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,10.959368385934692,Intel,Intel,1,1,1920,158.48253022174808,256,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,15.6,8,Windows 10,2.2,10.868221721810269,Intel,AMD,0,0,1920,141.21199808219862,128,2048,0,Intel,i7,1.8,amd,1
HP,Notebook,15.6,8,Windows 10,2.04,10.301744074438556,Intel,Intel,1,0,1366,100.45466986113652,0,1024,0,Intel,i5,2.5,intel,0
Asus,Gaming,17.3,16,Windows 10,3.6,11.98160146330393,Intel,Nvidia,0,0,1920,127.33567457123112,256,0,0,Intel,i7,2.9,nvidia,1
HP,Notebook,13.3,4,Windows 10,1.49,10.490301522301456,Intel,Intel,0,1,1920,165.6321180513006,0,500,0,Intel,i5,1.6,intel,0
Apple,Ultrabook,13.3,8,macOS,1.37,11.59627531340492,Intel,Intel,0,1,2560,226.98300468106115,512,0,0,Intel,i5,3.1,intel,0
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,10.683668026512203,Intel,Intel,1,1,1920,141.21199808219862,0,1024,0,Intel,i7,1.8,intel,0
Asus,Gaming,17.3,16,Windows 10,4.3,11.470557693018055,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Asus,Notebook,15.6,4,Windows 10,1.68,10.126203812574422,AMD,AMD,0,0,1366,100.45466986113652,0,1024,0,AMD,other,2.5,amd,1
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,11.497971408335056,Intel,Intel,1,1,1920,158.48253022174808,512,0,0,Intel,i7,1.8,intel,0
Acer,Notebook,17.3,4,Windows 10,3.0,10.529521166038387,Intel,Nvidia,0,1,1920,127.33567457123112,256,0,0,Intel,i3,2.7,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.41,10.830989602063529,Intel,Intel,0,0,1920,165.6321180513006,256,0,0,Intel,i5,1.6,intel,0
HP,Notebook,15.6,8,Windows 10,1.91,10.075697828858553,AMD,AMD,0,0,1366,100.45466986113652,128,0,0,AMD,other,2.5,amd,1
HP,Notebook,17.3,16,Windows 10,2.9,10.94065909478203,Intel,Nvidia,0,1,1920,127.33567457123112,0,1024,0,Intel,i7,1.8,nvidia,1
MSI,Gaming,17.3,16,Windows 10,4.14,11.799214467550595,Intel,Nvidia,0,0,1920,127.33567457123112,512,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,11.413367194793471,Intel,Nvidia,1,1,1920,141.21199808219862,512,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,17.3,8,Windows 10,2.8,11.016113851311959,Intel,AMD,0,0,1920,127.33567457123112,128,1024,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,15.6,4,No OS,2.2,10.071427859772655,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i3,2.5,intel,0
HP,Notebook,15.6,4,Windows 10,2.1,10.557612160311693,Intel,Intel,0,1,1920,141.21199808219862,0,500,0,Intel,i5,1.6,intel,0
Dell,Notebook,15.6,4,Windows 10,2.18,10.46327361168887,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.24,10.312419975886602,Intel,AMD,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,2.5,amd,1
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,10.65894546204638,Intel,Intel,1,0,1920,141.21199808219862,256,0,0,Intel,i5,1.6,intel,0
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,11.288127045116099,Intel,Intel,1,0,1920,165.6321180513006,512,0,0,Intel,i7,1.8,intel,0
Lenovo,Notebook,15.6,4,No OS,2.2,10.121930473176448,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,2.5,intel,0
HP,Notebook,17.3,8,Windows 10,2.5,10.901174660077132,Intel,Nvidia,0,0,1920,127.33567457123112,0,1024,0,Intel,i7,1.8,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.05,10.755504261623273,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i7,1.8,intel,0
Apple,Ultrabook,13.3,8,macOS,1.37,11.55570897765527,Intel,Intel,0,1,2560,226.98300468106115,512,0,0,Intel,i5,2.9,intel,0
Asus,Gaming,17.3,16,Windows 10,3.2,11.320937983275899,AMD,AMD,0,0,1920,127.33567457123112,256,1024,0,AMD,other,2.5,amd,1
Dell,Notebook,15.6,8,Linux,2.14,10.575552291987458,Intel,AMD,0,0,1920,141.21199808219862,256,0,0,Intel,i7,1.8,amd,1
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,11.799214467550595,Intel,Intel,1,0,2560,209.8006828649808,512,0,0,Intel,i7,2.6,intel,0
Toshiba,Notebook,15.6,8,Windows 10,2.2,10.675084480373934,Intel,Nvidia,0,0,1366,100.45466986113652,0,500,0,Intel,i7,2.5,nvidia,1
Dell,Notebook,15.6,12,Windows 10,2.3,10.545166939273855,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,i7,2.7,intel,0
Dell,Notebook,17.3,8,Linux,2.8,10.977734058532482,Intel,AMD,0,0,1920,127.33567457123112,128,1024,0,Intel,i7,1.8,amd,1
Acer,Notebook,15.6,8,Windows 10,2.2,10.588970437272568,Intel,Nvidia,0,1,1920,141.21199808219862,0,1024,0,Intel,i7,1.8,nvidia,1
Lenovo,Notebook,17.3,4,Windows 10,2.8,10.16796189691066,Intel,Intel,0,0,1600,106.11306214269258,0,1024,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,17.3,8,No OS,2.8,10.719642319211694,Intel,Nvidia,0,0,1920,127.33567457123112,0,2048,0,Intel,i7,1.8,nvidia,1
Lenovo,Notebook,17.3,6,Windows 10,2.8,10.731351797533883,Intel,Nvidia,0,0,1600,106.11306214269258,128,1024,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,4,Linux,2.25,10.034728073115927,Intel,AMD,0,0,1920,141.21199808219862,0,1024,0,Intel,i3,2.0,amd,1
Lenovo,Gaming,15.6,8,Windows 10,2.5,10.695803821362974,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,15.6,6,Windows 10,2.2,10.336895919115271,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,15.6,8,Windows 10,3.0,10.833094824406928,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i7,1.8,nvidia,1
Acer,Notebook,15.6,12,Windows 10,2.15,10.466313041010059,Intel,Intel,1,1,1920,141.21199808219862,0,1024,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,8,Windows 10,1.95,10.975912595539462,Intel,Intel,0,1,1920,141.21199808219862,256,0,0,Intel,i7,2.7,intel,0
Asus,Ultrabook,15.6,8,Windows 10,1.7,10.86006688870326,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Gaming,15.6,16,Windows 10,2.5,11.04799884586991,Intel,Nvidia,0,1,1920,141.21199808219862,256,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,8,No OS,2.2,10.466328214969593,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i7,2.7,nvidia,1
Asus,Gaming,17.3,8,Windows 10,3.0,11.054761232653416,Intel,Nvidia,0,0,1920,127.33567457123112,0,1024,0,Intel,i7,2.8,nvidia,1
HP,Notebook,17.3,8,Windows 10,2.54,10.16796189691066,Intel,Intel,0,0,1600,106.11306214269258,0,1024,0,Intel,i3,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.0,11.487095936335667,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.05,10.580884344379838,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i5,1.6,intel,0
Lenovo,Gaming,15.6,8,Windows 10,3.2,11.14492549142712,Intel,Nvidia,0,1,1920,141.21199808219862,0,1024,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Linux,2.5,10.862111839946362,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.8,nvidia,1
Dell,Workstation,17.3,16,Windows 10,3.42,11.94279918306742,Intel,Nvidia,0,0,1920,127.33567457123112,256,0,0,Intel,i7,2.9,nvidia,1
Lenovo,Notebook,15.6,6,Windows 10,2.4,10.188204734039374,AMD,AMD,0,0,1920,141.21199808219862,0,1024,0,AMD,other,2.4,amd,1
Asus,Ultrabook,15.6,16,Windows 10,1.63,11.267230020589693,Intel,Nvidia,0,0,1920,141.21199808219862,512,0,0,Intel,i7,2.7,nvidia,1
Asus,Notebook,14.0,4,Windows 10,1.3,10.20804591591181,Intel,Intel,0,0,1366,111.93520355955212,128,0,0,Intel,i3,2.4,intel,0
Asus,Gaming,17.3,16,Windows 10,2.9,11.635684190215565,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,17.3,6,Windows 10,2.8,10.451022662038508,Intel,Nvidia,0,0,1600,106.11306214269258,0,1024,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,15.6,8,No OS,2.2,10.283693654349953,Intel,Nvidia,0,0,1366,100.45466986113652,0,2048,0,Intel,i5,2.5,nvidia,1
Asus,Gaming,15.6,8,Windows 10,2.5,11.118403264255047,Intel,Nvidia,0,0,1920,141.21199808219862,128,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,No OS,2.2,9.86168941507667,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,other,1.1,intel,0
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,11.563894206696261,Intel,Intel,1,0,1920,165.6321180513006,256,0,0,Intel,i7,2.8,intel,0
Toshiba,Notebook,15.6,8,Windows 10,2.2,10.925435476055437,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i7,2.5,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.3,10.683668026512203,Intel,Nvidia,0,0,1920,141.21199808219862,128,1024,0,Intel,i5,2.5,nvidia,1
HP,Notebook,15.6,4,Windows 10,1.86,10.126203812574422,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.1,10.882334592260529,Intel,Intel,0,1,1920,165.6321180513006,256,0,0,Intel,i5,2.5,intel,0
Dell,Ultrabook,13.3,16,Windows 10,1.21,11.799214467550595,Intel,Intel,1,1,3840,331.2642361026012,1024,0,0,Intel,i7,1.8,intel,0
MSI,Gaming,15.6,16,Windows 10,2.8,11.624786287779711,Intel,Nvidia,0,1,1920,141.21199808219862,256,1024,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Windows 10,2.23,10.126203812574422,AMD,AMD,0,0,1920,141.21199808219862,256,0,0,AMD,other,2.2,amd,1
Dell,Notebook,15.6,8,Windows 10,2.33,10.71373575845852,Intel,AMD,0,0,1920,141.21199808219862,128,1024,0,Intel,i5,1.6,amd,1
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,11.779003747004984,Intel,Intel,1,1,3840,331.2642361026012,1024,0,0,Intel,i7,1.8,intel,0
Lenovo,Notebook,13.3,4,Chrome OS,1.45,10.106610910488378,Intel,Intel,0,0,1366,117.82653006268644,0,0,0,Intel,celeron,1.6,intel,0
HP,Notebook,14.0,8,Windows 10,1.95,10.863132749518224,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,11.6,4,Windows 10,1.4,10.159748614913156,Intel,Intel,0,0,1366,135.0942111925629,0,0,0,Intel,other,1.6,intel,0
HP,Notebook,14.0,8,Windows 10,1.48,11.139522237379978,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,17.3,4,Windows 10,2.79,10.354019074857808,Intel,Nvidia,0,0,1600,106.11306214269258,0,1024,0,Intel,i5,2.5,nvidia,1
Asus,Notebook,14.0,8,Windows 10,2.0,10.973174165162662,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i7,2.7,intel,0
HP,Notebook,15.6,8,Windows 10,2.1,10.780196354025913,Intel,Intel,0,1,1366,100.45466986113652,0,1024,0,Intel,i7,1.8,intel,0
Acer,Notebook,15.6,8,Windows 10,2.2,10.466313041010059,AMD,AMD,0,0,1366,100.45466986113652,256,0,0,AMD,other,2.7,amd,1
Lenovo,Notebook,14.0,4,Windows 10,1.44,9.652379103040136,Intel,Intel,0,0,1366,111.93520355955212,0,0,0,Intel,celeron,1.1,intel,0
Acer,Notebook,15.6,6,Windows 10,2.23,10.283693654349953,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,i5,2.5,intel,0
Asus,Ultrabook,15.6,8,Windows 10,1.7,10.932029103313662,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.7,nvidia,1
HP,Ultrabook,12.5,8,Windows 10,1.26,11.17226165597048,Intel,Intel,0,0,1920,176.23257360658386,256,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,15.6,32,Windows 10,2.06,11.853723474786245,Intel,Nvidia,1,0,3840,282.42399616439724,1024,0,0,Intel,i7,2.8,nvidia,1
MSI,Gaming,17.3,8,Windows 10,2.7,11.064819834822508,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,8,Windows 10,2.0,10.824647211921786,Intel,Intel,0,1,1920,141.21199808219862,256,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,14.0,8,Windows 10,2.0,11.171512322150534,Intel,Intel,0,0,1920,157.3505121487356,256,1024,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,4,Windows 10,1.85,10.082625714367484,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i3,2.5,intel,0
Asus,Gaming,15.6,8,Windows 10,2.5,10.882334592260529,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,14.0,8,Windows 10,1.48,11.120771962987872,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.6,intel,0
Dell,Ultrabook,15.6,8,Windows 10,1.9,10.9311715265263,Intel,Nvidia,0,1,1920,141.21199808219862,128,1024,0,Intel,i5,1.6,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.84,11.017863604303702,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.0,11.016770367521554,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i5,1.6,nvidia,1
Lenovo,Notebook,15.6,12,Windows 10,2.2,10.776864937870439,AMD,AMD,0,0,1920,141.21199808219862,0,2048,0,AMD,other,3.6,amd,1
HP,Notebook,15.6,8,Windows 10,2.1,10.549267406213417,Intel,Nvidia,0,1,1920,141.21199808219862,0,1024,0,Intel,i3,2.4,nvidia,1
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,11.624786287779711,Intel,Intel,1,1,3840,316.96506044349616,512,0,0,Intel,i7,1.8,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.2,11.340119926907802,Intel,Intel,0,0,1920,165.6321180513006,256,0,0,Intel,i7,1.8,intel,0
Lenovo,Gaming,15.6,16,Windows 10,2.4,11.004665214485216,Intel,Nvidia,0,1,1920,141.21199808219862,256,2048,0,Intel,i7,2.8,nvidia,1
Dell,Ultrabook,15.6,16,Windows 10,1.88,11.358294272381869,Intel,Intel,0,0,1920,141.21199808219862,512,0,0,Intel,i7,1.9,intel,0
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,9.902537101000133,Intel,Intel,1,0,1366,135.0942111925629,0,0,0,Intel,celeron,1.1,intel,0
Dell,Ultrabook,15.6,8,Windows 10,1.9,10.472364324869146,Intel,AMD,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,1.6,amd,1
Dell,Notebook,15.6,16,Windows 10,2.06,11.590089611405006,Intel,Nvidia,1,0,3840,282.42399616439724,512,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.84,11.148767161842734,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.7,intel,0
MSI,Gaming,17.3,8,Windows 10,2.7,11.226209858672876,Intel,Nvidia,0,0,1920,127.33567457123112,128,1024,0,Intel,i7,2.8,nvidia,1
HP,Workstation,15.6,8,Windows 10,2.6,11.43621746829565,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,16,Windows 10,2.4,11.221942483842241,Intel,Nvidia,0,1,1920,141.21199808219862,512,0,0,Intel,i7,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.02,10.853803833731272,Intel,AMD,0,0,1920,141.21199808219862,128,2048,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,15.6,4,No OS,2.2,9.750139803606897,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,celeron,1.1,intel,0
Dell,Gaming,15.6,8,Windows 10,2.65,10.882334592260529,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.36,10.298823991756509,Intel,Intel,1,0,1366,100.45466986113652,0,2048,0,Intel,i5,2.5,intel,0
Dell,Notebook,14.0,8,Windows 10,1.36,11.23890379622848,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.6,intel,0
