Company,TypeName,Inches,Ram,OpSys,Weight,Price,Cpu_brand_temp,Gpu_brand_temp,Touchscreen,IPS,X_res,Y_res,PPI,SSD,HDD,Flash,Hybrid,Cpu_brand,Cpu_tier,Cpu_speed,Gpu_brand,Dedicated_gpu
Dell,Gaming,15.6,8,Windows 10,2.56,56502.9072,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,17.3,8,Windows 10,3.0,45501.12,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,0,0,0,Intel,i5,1.6,nvidia,1
HP,Notebook,13.3,4,Windows 10,1.49,40173.12,Intel,Intel,0,1,1920,1080,165.6321180513006,0,500,0,0,Intel,i5,1.6,intel,0
Huawei,Ultrabook,13.0,8,Windows 10,1.05,71874.72,Intel,Intel,0,1,2160,1440,199.69207064108247,256,0,0,0,Intel,i5,2.5,intel,0
HP,Notebook,17.3,6,Windows 10,2.71,37242.72,Intel,AMD,0,1,1920,1080,127.33567457123111,0,2048,0,0,Intel,i5,2.5,amd,1
Lenovo,Notebook,15.6,4,No OS,2.2,16463.52,AMD,AMD,0,0,1366,768,100.45466986113651,0,500,0,0,AMD,other,2.9,amd,1
Toshiba,Notebook,15.6,4,Windows 10,2.0,26053.92,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.4,intel,0
HP,Notebook,17.3,8,Windows 10,2.5,49177.44,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,0,0,0,Intel,i5,1.6,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.3,24455.52,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.4,intel,0
Acer,Notebook,15.6,4,Windows 10,2.1,23922.72,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i3,2.5,intel,0
MSI,Gaming,18.4,32,Windows 10,4.4,149130.72,Intel,Nvidia,0,0,1920,1080,119.7232157653423,512,1024,0,0,Intel,i7,2.9,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,1.9,43316.64,Intel,AMD,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,amd,1
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,79866.72,Intel,Intel,1,1,3840,2160,331.2642361026012,256,0,0,0,Intel,i5,1.6,intel,0
Dell,Notebook,15.6,16,Linux,2.02,55890.72,Intel,AMD,0,0,1920,1080,141.21199808219862,256,2048,0,0,Intel,i7,1.8,amd,1
Dell,Ultrabook,13.3,8,Windows 10,1.23,74538.72,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,1.6,intel,0
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,98514.72,Intel,Intel,1,1,3840,2160,316.96506044349616,512,0,0,0,Intel,i7,1.8,intel,0
Toshiba,Notebook,15.6,8,Windows 10,2.0,42251.04,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i5,2.5,intel,0
Xiaomi,Notebook,15.6,8,No OS,1.95,63882.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,nvidia,1
Dell,Notebook,17.3,16,Windows 10,2.77,82530.72,Intel,Nvidia,1,0,1920,1080,127.33567457123111,512,0,0,0,Intel,i7,1.8,nvidia,1
Dell,Notebook,15.6,16,Windows 10,2.06,127712.16,Intel,Nvidia,1,0,3840,2160,282.42399616439724,512,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Gaming,15.6,8,No OS,2.4,41505.12,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Acer,Ultrabook,13.3,8,Windows 10,1.12,52693.92,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,1.2,intel,0
Dell,Notebook,17.3,8,Windows 10,2.8,57808.8,Intel,AMD,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,1.8,amd,1
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,150462.72,Intel,Intel,1,0,2560,1440,209.8006828649808,1024,0,0,0,Intel,i7,2.7,intel,0
Vero,Notebook,14.0,4,Windows 10,1.3,13852.8,Intel,Intel,0,1,1920,1080,157.3505121487356,0,0,32,0,Intel,celeron,1.1,intel,0
Xiaomi,Ultrabook,13.3,8,No OS,1.3,53274.67199999999,Intel,Nvidia,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,17.3,8,No OS,2.8,37189.44,Intel,Nvidia,0,0,1600,900,106.11306214269258,256,0,0,0,Intel,i5,1.6,nvidia,1
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,44701.92,Intel,Intel,1,1,1920,1080,165.6321180513006,0,1024,0,0,Intel,i7,1.8,intel,0
HP,Notebook,17.3,8,Windows 10,2.5,48697.92,Intel,Nvidia,0,1,1920,1080,127.33567457123111,0,1024,0,0,Intel,i5,1.6,nvidia,1
Razer,Gaming,17.3,32,Windows 10,3.49,324954.72,Intel,Nvidia,1,0,3840,2160,254.67134914246222,1024,0,0,0,Intel,i7,2.9,nvidia,1
HP,Notebook,13.3,8,Windows 10,1.49,51095.52,Intel,Intel,0,0,1920,1080,165.6321180513006,512,0,0,0,Intel,i5,1.6,intel,0
HP,Gaming,17.3,16,Windows 10,3.35,73473.12,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,17.3,8,Windows 10,2.5,55677.6,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,0,0,0,Intel,i7,1.8,nvidia,1
Dell,Gaming,15.6,16,Windows 10,2.65,98301.6,Intel,Nvidia,0,1,3840,2160,282.42399616439724,512,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,Windows 10,2.1,26267.04,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i5,2.3,intel,0
Acer,Notebook,15.6,8,Windows 10,2.23,39533.76,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,nvidia,1
Lenovo,Gaming,15.6,16,Windows 10,3.2,93186.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,512,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Workstation,15.6,16,Windows 10,2.8,162770.4,Intel,Nvidia,0,0,3840,2160,282.42399616439724,256,1024,0,0,Intel,other,2.5,nvidia,1
Lenovo,Gaming,15.6,16,No OS,2.4,74485.44,Intel,Nvidia,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,6,Windows 10,2.3,23389.92,Intel,Intel,1,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.4,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.21,103842.72,Intel,Intel,1,1,3840,2160,331.2642361026012,256,0,0,0,Intel,i7,1.8,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.2,77202.72,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,1.8,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.2,31808.16,Intel,Intel,0,0,1366,768,100.45466986113651,256,0,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,15.6,8,Linux,2.4,41505.12,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.8,nvidia,1
Asus,Gaming,17.3,16,Windows 10,2.9,74964.95999999999,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,4,No OS,2.1,18594.72,Intel,Intel,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,15.6,8,No OS,2.2,29250.72,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Huawei,Ultrabook,13.0,8,Windows 10,1.05,79866.72,Intel,Intel,0,1,2160,1440,199.69207064108247,512,0,0,0,Intel,i7,2.7,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.4,49650.5664,Intel,AMD,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,17.3,8,No OS,2.8,31381.92,Intel,Nvidia,0,0,1600,900,106.11306214269258,0,1024,0,0,Intel,i5,2.5,nvidia,1
HP,Notebook,14.0,8,Windows 10,1.63,54931.68,Intel,Nvidia,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,1.8,nvidia,1
Dell,Ultrabook,14.0,8,Windows 10,1.6,61218.72,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,1.6,intel,0
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,68145.12,Intel,Intel,1,0,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,1.8,intel,0
Dell,Notebook,15.6,8,Linux,2.2,36089.208,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,amd,1
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.74,47898.72,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,1.6,intel,0
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,72620.64,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.5,intel,0
HP,Notebook,15.6,8,Windows 10,2.1,42304.32,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,1.6,intel,0
Dell,Gaming,17.3,16,Windows 10,4.42,130873.7952,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Windows 10,2.2,44328.96,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,16,Windows 10,2.3,45768.0528,Intel,AMD,1,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,amd,1
Asus,Notebook,15.6,8,Windows 10,2.0,40972.32,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Asus,Notebook,17.3,8,Windows 10,2.69,47472.48,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,500,0,0,Intel,i5,2.5,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.9,67612.31999999999,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,amd,1
Asus,Notebook,15.6,4,Windows 10,2.37,21258.1872,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.4,intel,0
HP,Notebook,15.6,4,Windows 10,2.1,17582.399999999998,AMD,AMD,0,0,1366,768,100.45466986113651,0,500,0,0,AMD,other,1.5,amd,1
Lenovo,Gaming,15.6,16,Windows 10,3.2,79866.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,14.0,8,Windows 10,1.6,45767.52,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,36709.92,Intel,Intel,1,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.3,intel,0
Dell,Notebook,15.6,16,Linux,2.36,47898.72,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,amd,1
Acer,Notebook,15.6,4,Linux,2.1,20779.2,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.5,intel,0
Asus,Notebook,15.6,4,Windows 10,2.2,30636.0,AMD,AMD,0,0,1920,1080,141.21199808219862,128,1024,0,0,AMD,other,2.5,amd,1
Asus,Gaming,17.3,32,Windows 10,4.7,207259.2,Intel,Nvidia,0,0,1920,1080,127.33567457123111,512,1024,0,0,Intel,i7,2.9,nvidia,1
Acer,Gaming,15.6,8,Windows 10,2.5,45074.88,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.2,31381.92,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i3,2.5,intel,0
Asus,Notebook,17.3,8,Windows 10,2.1,61005.6,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,1.8,nvidia,1
Asus,Notebook,17.3,8,No OS,2.69,47365.92,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.7,nvidia,1
Dell,Gaming,15.6,8,Windows 10,2.56,46833.12,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,57489.12,Intel,Intel,1,1,1920,1080,158.48253022174808,256,0,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,15.6,8,Windows 10,2.2,52480.8,Intel,AMD,0,0,1920,1080,141.21199808219862,128,2048,0,0,Intel,i7,1.8,amd,1
HP,Notebook,15.6,8,Windows 10,2.04,29783.52,Intel,Intel,1,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,intel,0
Asus,Gaming,17.3,16,Windows 10,3.6,159786.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,0,0,0,Intel,i7,2.9,nvidia,1
HP,Notebook,13.3,4,Windows 10,1.49,35964.0,Intel,Intel,0,1,1920,1080,165.6321180513006,0,500,0,0,Intel,i5,1.6,intel,0
Apple,Ultrabook,13.3,8,macOS,1.37,108691.2,Intel,Intel,0,1,2560,1600,226.98300468106115,512,0,0,0,Intel,i5,3.1,intel,0
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,43636.32,Intel,Intel,1,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,1.8,intel,0
Asus,Gaming,17.3,16,Windows 10,4.3,95850.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Asus,Notebook,15.6,4,Windows 10,1.68,24988.32,AMD,AMD,0,0,1366,768,100.45466986113651,0,1024,0,0,AMD,other,2.5,amd,1
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,98514.72,Intel,Intel,1,1,1920,1080,158.48253022174808,512,0,0,0,Intel,i7,1.8,intel,0
Acer,Notebook,17.3,4,Windows 10,3.0,37402.56,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,0,0,0,Intel,i3,2.7,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.41,50562.72,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,1.6,intel,0
HP,Notebook,15.6,8,Windows 10,1.91,23757.552,AMD,AMD,0,0,1366,768,100.45466986113651,128,0,0,0,AMD,other,2.5,amd,1
HP,Notebook,17.3,16,Windows 10,2.9,56423.52,Intel,Nvidia,0,1,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,1.8,nvidia,1
MSI,Gaming,17.3,16,Windows 10,4.14,133146.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,512,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,90522.72,Intel,Nvidia,1,1,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,17.3,8,Windows 10,2.8,60845.76,Intel,AMD,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,15.6,4,No OS,2.2,23656.32,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i3,2.5,intel,0
HP,Notebook,15.6,4,Windows 10,2.1,38468.16,Intel,Intel,0,1,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,1.6,intel,0
Dell,Notebook,15.6,4,Windows 10,2.18,35004.96,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.24,30103.2,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,amd,1
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,42570.72,Intel,Intel,1,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,intel,0
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,79866.72,Intel,Intel,1,0,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,1.8,intel,0
Lenovo,Notebook,15.6,4,No OS,2.2,24881.76,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
HP,Notebook,17.3,8,Windows 10,2.5,54239.04,Intel,Nvidia,0,0,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,1.8,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.05,46886.4,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,1.8,intel,0
Apple,Ultrabook,13.3,8,macOS,1.37,104370.192,Intel,Intel,0,1,2560,1600,226.98300468106115,512,0,0,0,Intel,i5,2.9,intel,0
Asus,Gaming,17.3,16,Windows 10,3.2,82530.72,AMD,AMD,0,0,1920,1080,127.33567457123111,256,1024,0,0,AMD,other,2.5,amd,1
Dell,Notebook,15.6,8,Linux,2.14,39164.5296,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,1.8,amd,1
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,133146.72,Intel,Intel,1,0,2560,1440,209.8006828649808,512,0,0,0,Intel,i7,2.6,intel,0
Toshiba,Notebook,15.6,8,Windows 10,2.2,43263.36,Intel,Nvidia,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i7,2.5,nvidia,1
Dell,Notebook,15.6,12,Windows 10,2.3,37992.3696,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,17.3,8,Linux,2.8,58554.72,Intel,AMD,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,1.8,amd,1
Acer,Notebook,15.6,8,Windows 10,2.2,39693.6,Intel,Nvidia,0,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,1.8,nvidia,1
Lenovo,Notebook,17.3,4,Windows 10,2.8,26053.92,Intel,Intel,0,0,1600,900,106.11306214269258,0,1024,0,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,17.3,8,No OS,2.8,45234.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,0,2048,0,0,Intel,i7,1.8,nvidia,1
Lenovo,Notebook,17.3,6,Windows 10,2.8,45767.52,Intel,Nvidia,0,0,1600,900,106.11306214269258,128,1024,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,4,Linux,2.25,22803.84,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.0,amd,1
Lenovo,Gaming,15.6,8,Windows 10,2.5,44169.12,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,15.6,6,Windows 10,2.2,30849.12,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,15.6,8,Windows 10,3.0,50669.28,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,1.8,nvidia,1
Acer,Notebook,15.6,12,Windows 10,2.15,35111.52,Intel,Intel,1,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,8,Windows 10,1.95,58448.16,Intel,Intel,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,intel,0
Asus,Ultrabook,15.6,8,Windows 10,1.7,52054.56,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Gaming,15.6,16,Windows 10,2.5,62817.12,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,8,No OS,2.2,35112.0528,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,nvidia,1
Acer,Notebook,15.6,2,Chrome OS,2.19,10602.72,Intel,Intel,0,0,1366,768,100.45466986113651,16,0,0,0,Intel,celeron,1.5,intel,0
Asus,Gaming,17.3,8,Windows 10,3.0,63243.36,Intel,Nvidia,0,0,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,17.3,8,Windows 10,2.54,26053.92,Intel,Intel,0,0,1600,900,106.11306214269258,0,1024,0,0,Intel,i3,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.0,97449.12,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.05,39373.92,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,intel,0
Lenovo,Gaming,15.6,8,Windows 10,3.2,69210.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Linux,2.5,52161.12,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Dell,Workstation,17.3,16,Windows 10,3.42,153705.3408,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,0,0,0,Intel,i7,2.9,nvidia,1
Lenovo,Notebook,15.6,6,Windows 10,2.4,26586.72,AMD,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,AMD,other,2.4,amd,1
Asus,Ultrabook,15.6,16,Windows 10,1.63,78215.04,Intel,Nvidia,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.7,nvidia,1
Asus,Notebook,14.0,4,Windows 10,1.3,27119.52,Intel,Intel,0,0,1366,768,111.93520355955211,128,0,0,0,Intel,i3,2.4,intel,0
Asus,Gaming,17.3,16,Windows 10,2.9,113060.16,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,17.3,6,Windows 10,2.8,34578.72,Intel,Nvidia,0,0,1600,900,106.11306214269258,0,1024,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,15.6,8,No OS,2.2,29250.72,Intel,Nvidia,0,0,1366,768,100.45466986113651,0,2048,0,0,Intel,i5,2.5,nvidia,1
Asus,Gaming,15.6,8,Windows 10,2.5,67399.2,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,No OS,2.2,19180.2672,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,other,1.1,intel,0
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,105228.0,Intel,Intel,1,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.8,intel,0
Toshiba,Notebook,15.6,8,Windows 10,2.2,55571.04,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.5,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.3,43636.32,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,nvidia,1
HP,Notebook,15.6,4,Windows 10,1.86,24988.32,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.1,53226.72,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Ultrabook,13.3,16,Windows 10,1.21,133146.72,Intel,Intel,1,1,3840,2160,331.2642361026012,1024,0,0,0,Intel,i7,1.8,intel,0
MSI,Gaming,15.6,16,Windows 10,2.8,111834.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Windows 10,2.23,24988.32,AMD,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,AMD,other,2.2,amd,1
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,14652.0,Intel,Intel,1,0,1366,768,135.0942111925629,0,0,32,0,Intel,celeron,1.1,intel,0
Dell,Notebook,15.6,8,Windows 10,2.33,44968.32,Intel,AMD,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,1.6,amd,1
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,130482.72,Intel,Intel,1,1,3840,2160,331.2642361026012,1024,0,0,0,Intel,i7,1.8,intel,0
Lenovo,Notebook,13.3,4,Chrome OS,1.45,24503.472,Intel,Intel,0,0,1366,768,117.82653006268643,0,0,16,0,Intel,celeron,1.6,intel,0
HP,Notebook,14.0,8,Windows 10,1.95,52214.4,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,11.6,4,Windows 10,1.4,25840.8,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,128,0,Intel,other,1.6,intel,0
HP,Notebook,14.0,8,Windows 10,1.48,68837.76,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,17.3,4,Windows 10,2.79,31381.92,Intel,Nvidia,0,0,1600,900,106.11306214269258,0,1024,0,0,Intel,i5,2.5,nvidia,1
Asus,Notebook,14.0,8,Windows 10,2.0,58288.32,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.7,intel,0
HP,Notebook,15.6,8,Windows 10,2.1,48058.56,Intel,Intel,0,1,1366,768,100.45466986113651,0,1024,0,0,Intel,i7,1.8,intel,0
Acer,Notebook,15.6,8,Windows 10,2.2,35111.52,AMD,AMD,0,0,1366,768,100.45466986113651,256,0,0,0,AMD,other,2.7,amd,1
Lenovo,Notebook,14.0,4,Windows 10,1.44,15557.76,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.1,intel,0
Acer,Notebook,15.6,6,Windows 10,2.23,29250.72,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,intel,0
Asus,Ultrabook,15.6,8,Windows 10,1.7,55938.672,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,nvidia,1
HP,Ultrabook,12.5,8,Windows 10,1.26,71128.8,Intel,Intel,0,0,1920,1080,176.23257360658386,256,0,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,15.6,32,Windows 10,2.06,140605.91999999998,Intel,Nvidia,1,0,3840,2160,282.42399616439724,1024,0,0,0,Intel,i7,2.8,nvidia,1
MSI,Gaming,17.3,8,Windows 10,2.7,63882.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,8,Windows 10,2.0,50243.04,Intel,Intel,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,14.0,8,Windows 10,2.0,71075.52,Intel,Intel,0,0,1920,1080,157.3505121487356,256,1024,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,4,Windows 10,1.85,23922.72,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.5,intel,0
